"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"S3MYL9YA","journalArticle","2009","Konow, James","Is fairness in the eye of the beholder? An impartial spectator analysis of justice","Social Choice and Welfare","","1432-217X","10.1007/s00355-008-0348-2","https://doi.org/10.1007/s00355-008-0348-2","A popular sentiment is that fairness is inexorably subjective and incapable of being determined by objective standards. This study, on the other hand, seeks to establish evidence on unbiased justice and to propose and demonstrate a general approach for measuring impartial views empirically. Most normative justice theories associate impartiality with limited information and consensus. In both the normative and positive literature, information is usually seen as the raw material for self-serving bias and disagreement. In contrast, this paper proposes a type of impartiality that is associated with a high level of information and that results in consensus. The crucial distinction is the emphasis here on the views of impartial spectators, rather than implicated stakeholders. I describe the quasi-spectator method, i.e., an empirical means to approximate the views of impartial spectators. Results of a questionnaire provide evidence on quasi-spectator views and support this approach as a means to elicit moral preferences. By establishing a relationship between consensus and impartiality, this paper helps lay an empirical foundation for welfare analysis, social choice theory and practical policy applications.“There is no objective standard of ‘fairness.’ ‘Fairness’ is strictly in the eye of the beholder... To a producer or seller, a ‘fair’ price is a high price. To the buyer or consumer, a ‘fair’ price is a low price. How is the conflict to be adjudicated?” – Milton Friedman, Newsweek, July 4, 1977.","2009-06-01","2024-04-01 16:44:06","2024-04-01 16:44:06","","101-127","","1","33","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J37RTGJ6","journalArticle","1985","Tesfatsion, L.","Fair division with uncertain needs and tastes","Social Choice and Welfare","","1432-217X","10.1007/BF00292692","https://doi.org/10.1007/BF00292692","Previous studies have shown that egalitarianism maximizes expected social welfare in a contractarian original position with equally likely risk-averse agent tastes. The present paper characterizes agents by subsistence needs as well as by tastes, allows infinitely many possible need and taste profiles, and weakens the requirement that all possibilities be perceived as equally likely. Surplusegalitarianism (meeting needs, then equally dividing the remainder) is shown to maximize expected social welfare when tastes are uncertain and needs are known, can be met, and are a priori required to be met; but intuitively unfair allocations may result if either of the latter two conditions fails to hold. Conditions under which egalitarianism maximizes expected social welfare with needs and tastes both uncertain are also determined.","1985-12-01","2024-04-01 16:44:56","2024-04-01 16:44:56","","295-309","","4","2","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XWTI3YHN","journalArticle","2003","Chavas, Jean-Paul; Coggins, Jay","On fairness and welfare analysis under uncertainty","Social Choice and Welfare","","1432-217X","10.1007/s003550200176","https://doi.org/10.1007/s003550200176","This paper investigates the role of fairness, uncertainty, and a “veil of ignorance” in efficient resource allocation. It focuses on the choice of private and public goods, the method of financing, as well as the choice of information available for public decision-making. A fair-equivalent and Pareto efficient allocation is presented using a maximin criterion defined in terms of individual willingness-to-pay. The paper investigates the role of information in public decision making in terms of its implications for both efficiency and fairness. While better information typically generates improved efficiency, it can also contribute to unfair allocations. The effects of asymmetric information are discussed.","2003-03-01","2024-04-01 16:46:34","2024-04-01 16:46:34","","203-228","","2","20","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AYPWBV8Z","journalArticle","2018","Sun, Ching-jen","The bargaining correspondence: when Edgeworth meets Nash","Social Choice and Welfare","","1432-217X","10.1007/s00355-018-1119-3","https://doi.org/10.1007/s00355-018-1119-3","A new, more fundamental approach is proposed to the classical bargaining problem. The give-and-take feature in the negotiation process is explicitly modelled under the new framework. A compromise set consists of all allocations a player is willing to accept as agreement. We focus on the relationship between the rationality principles (arguments) adopted by players in making mutual concessions and the formation of compromise sets. The bargaining correspondence is then defined as the intersection of players’ compromise sets. We study the non-emptiness, symmetry, efficiency and single-valuedness of the bargaining correspondence, and establish its connection to the Nash solution. Our framework provides a rational foundation to Nash’s axiomatic approach.","2018-08-01","2024-04-01 16:47:20","2024-04-01 16:47:20","","337-359","","2","51","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YBRIJ8RG","journalArticle","1999","Kemp, Murray C.; Pezanis-Christou, Paul","Pareto's compensation principle","Social Choice and Welfare","","1432-217X","10.1007/s003550050154","https://doi.org/10.1007/s003550050154","Pareto is sometimes credited with an early formulation of the ill-fated Hicks or Kaldor principles of hypothetical compensation. The basis for this claim is Pareto's 1894 article “Il massimo di utilità dato dalla libera concorrenza.” However in that paper Pareto argued to the contrary, that in the formulation of economic policy compensation should be a consideration only if it is carried out. Our purpose is to document this claim.","1999-05-01","2024-04-01 16:50:08","2024-04-01 16:50:08","","441-444","","3","16","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SLCQVV9R","journalArticle","2006","Heyd, David; Segal, Uzi","Democratically Elected Aristocracies","Social Choice and Welfare","","1432-217X","10.1007/s00355-006-0109-z","https://doi.org/10.1007/s00355-006-0109-z","The article suggests a formal model of a two-tier voting procedure, which unlike traditional voting systems does not presuppose that every vote counts the same. In deciding a particular issue voters are called in the first round to assign categories of their fellow-citizens with differential voting power (or weights) according to the special position or concern individuals are perceived to have with regard to that issue. In the second stage, voters vote on the issue itself according to their substantive view and their votes are counted in the light of the differential weights assigned in the first round. We analyze formal and philosophical reasons that support the model.","2006-08-01","2024-04-01 16:51:04","2024-04-01 16:51:04","","103-127","","1","27","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FEN8T8PF","journalArticle","2014","Calo-Blanco, Aitor","Fairness, freedom, and forgiveness in health care","Social Choice and Welfare","","1432-217X","10.1007/s00355-013-0774-7","https://doi.org/10.1007/s00355-013-0774-7","This paper focuses on the optimal allocation between health and lifestyle choices when society is concerned about forgiveness. Based on the idea of fresh starts, we construct a social ordering that permits us to make welfare assessments when it is acceptable to compensate individuals who have mismanaged their initial resources. Our social rule also allows for the inclusion of the fairness and responsibility approach in the model. Grounded on basic ethical principles, we propose the application of the minimax criterion to the existing distance between the individual’s final bundle and her ideal choice.","2014-06-01","2024-04-01 16:52:10","2024-04-01 16:52:10","","141-151","","1","43","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JH9XI97D","journalArticle","2008","Amiel, Yoram; Cowell, Frank; Davidovitz, Liema; Polovin, Avraham","Preference reversals and the analysis of income distributions","Social Choice and Welfare","","1432-217X","10.1007/s00355-007-0234-3","https://doi.org/10.1007/s00355-007-0234-3","It is known from the literature on uncertainty that in cases where individuals express a preference for a high win-probability bet over a bet with high winnings they nevertheless will bid more to obtain the bet with high winnings. We investigate whether a similar phenomenon applies in the parallel social-choice situation. Here decisions are to be made between a distribution with a large group of high-income people and a distribution with a small group of very high-income people. Results from a number of experimental designs are analysed. We are grateful for helpful comments from three referees of this journal, Peter Dolton, Graham Loomes, Dirk Van der gaer and seminar participants at the LSE and the University of Gent. We also thank Guillermo Cruces for computational assistance.","2008-02-01","2024-04-01 16:53:13","2024-04-01 16:53:13","","305-330","","2","30","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XEE3GRMJ","journalArticle","1991","Bossert, W.","On intra- and interpersonal utility comparisons","Social Choice and Welfare","","1432-217X","10.1007/BF00177659","https://doi.org/10.1007/BF00177659","In this paper, it is suggested to formulate assumptions on the comparability of individual utilities in terms of meaningful statements rather than using the usual way of defining such assumptions by means of certain sets of admissible transformations. Various assumptions involving intra- and interpersonal comparisons of utility levels and utility differences are introduced in terms of meaningful statements and compared to their “traditional” counterparts. It is shown that these two approaches are, in general, not equivalent. In a social choice framework, it is demonstrated that the difference between these approaches can be quite substantial: replacing the usual cardinal unit comparability assumption by a condition involving comparisons of utility differences which is similar in spirit turns a well-known characterization of the utilitarian social welfare functional into an impossibility theorem.","1991-07-01","2024-04-01 16:54:17","2024-04-01 16:54:17","","207-219","","3","8","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4HZHZNGS","journalArticle","1985","Svensson, L. -G.","The utilitarian criterion, finite sensibility, and the weak majority preference principle","Social Choice and Welfare","","1432-217X","10.1007/BF00433764","https://doi.org/10.1007/BF00433764","This study is a further analysis of the approach taken by Yew-Kwang Ng to derive the utilitarian criterion. Specific for the model is that individual preferences are finitely sensible. In this framweork an analysis of the consequences on social preferences when different kinds of value premises are imposed is made. It is found that the utilitarian criterion is the unique consequence only for very special choices of the value premise. In addition, uniqueness requires the “underlying preferences” be cardinal. It is also found that finite sensibility induces approximate cardinalization of preferences.","1985-05-01","2024-04-01 16:55:05","2024-04-01 16:55:05","","23-35","","1","2","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4YWSB4X6","report","2014","Pivato, Marcus","Asymptotic utilitarianism in scoring rules","","","","","https://EconPapers.repec.org/RePEc:ema:worpap:2014-16","Given a large enough population of voters whose utility functions satisfy certain statistical regularities, we show that voting rules such as the Borda rule, approval voting, and evaluative voting have a very high probability of selecting the social alternative which maximizes the utilitarian social welfare function. We also characterize the speed with which this probability approaches one as the population grows.","2014","2024-04-01 16:58:25","2024-04-01 16:58:25","","","","","","","","","","","","","THEMA (THéorie Economique, Modélisation et Applications), Université de Cergy-Pontoise","","","","","","","","","Issue: 2014-16","","","","approval voting; Borda; relative utilitarian; scoring rule.; utilitarian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3NECHSXU","journalArticle","1990","Xu, Y.","The Libertarian paradox: some further observations","Social Choice and Welfare","","1432-217X","10.1007/BF01376282","https://doi.org/10.1007/BF01376282","It is shown that the weak Pareto principle consists of two parts: Pareto Neutrality and Weak Pareto Unanimity. It is the Pareto Neutrality which is responsible for the Paradox of the Paretian Libertarian. The libertarianism condition can also be factorized into two parts: the Libertarian Invariance and the Libertarian Non-Imposition. It is the Libertarian Invariance which is responsible or the Paradox of the Paretian Libertarian. Under conditions of Unrestricted Domain, Pareto Neutrality and Libertarian Invariance, if we require a social preference to be acyclic, then(1) neither can individuals' personal rights be respected, nor can they be reversed;(2) neither can unanimous group rights be respected, nor can they be reversed. Consequently, the Paradox of the Paretian Libertarian is due to the inconsistent use of information contained in the weak Pareto principle and the libertarianism condition.","1990-12-01","2024-04-01 17:00:34","2024-04-01 17:00:34","","343-351","","4","7","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YPB89PVP","journalArticle","2011","Schwartz, Thomas","Social choice and individual values in the electronic republic","Social Choice and Welfare","","1432-217X","10.1007/s00355-011-0580-z","https://doi.org/10.1007/s00355-011-0580-z","Voting rules and internet value-aggregation procedures are subtly different in their purposes and, as a result, in certain of their Arrovian properties. This article draws some fundamental contrasts and poses some questions for further investigation.","2011-10-01","2024-04-01 17:01:30","2024-04-01 17:01:30","","621-632","","4","37","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JPAN4SVK","journalArticle","2007","Fleurbaey, Marc","Social choice and the indexing dilemma","Social Choice and Welfare","","1432-217X","10.1007/s00355-007-0248-x","https://doi.org/10.1007/s00355-007-0248-x","This paper distinguishes an index ordering and a social ordering function as a simple way to formalize the indexing problem in the social choice framework. Two main conclusions are derived. First, the alleged dilemma between welfarism and perfectionism is shown to involve a third possibility, exemplified by the fairness approach to social choice. Second, the idea that an individual is better off than another whenever he has more (goods, functionings, etc.) in all dimensions, which is known to enter in conflict with the Pareto principle, can be partly salvaged by adopting the fairness approach.","2007-12-01","2024-04-01 17:02:10","2024-04-01 17:02:10","","633-648","","4","29","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JBX5758R","journalArticle","2013","Bargain, Olivier; Decoster, André; Dolls, Mathias; Neumann, Dirk; Peichl, Andreas; Siegloch, Sebastian","Welfare, labor supply and heterogeneous preferences: evidence for Europe and the US","Social Choice and Welfare","","1432-217X","10.1007/s00355-012-0707-x","https://doi.org/10.1007/s00355-012-0707-x","Following the report of the Stiglitz Commission, measuring and comparing well-being across countries has gained renewed interest. Yet, analyses that go beyond income and incorporate non-market dimensions of welfare most often rely on the assumption of identical preferences to avoid the difficulties related to interpersonal comparisons. In this paper, we suggest an international comparison based on individual welfare rankings that fully retain preference heterogeneity. Focusing on the consumption-leisure trade-off, we estimate discrete choice labor supply models using harmonized microdata for 11 European countries and the US. We retrieve preference heterogeneity within and across countries and analyze several welfare criteria which take into account that differences in income are partly due to differences in tastes. The resulting welfare rankings clearly depend on the normative treatment of preference heterogeneity with alternative metrics. We show that these differences can indeed be explained by estimated preference heterogeneity across countries—rather than demographic composition.","2013-10-01","2024-04-01 17:03:52","2024-04-01 17:03:52","","789-817","","4","41","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"95RICT53","journalArticle","2012","Conley, John P.; Wilkie, Simon","The ordinal egalitarian bargaining solution for finite choice sets","Social Choice and Welfare","","1432-217X","10.1007/s00355-010-0516-z","https://doi.org/10.1007/s00355-010-0516-z","Rubinstein et al. (Econometrica 60:1171–1186, 1992) introduced the Ordinal Nash Bargaining Solution. They prove that Pareto optimality, ordinal invariance, ordinal symmetry, and IIA characterize this solution. A feature of their work is that attention is restricted to a domain of social choice problems with an infinite set of basic allocations. We introduce an alternative approach to solving finite social choice problems using a new notion called the Ordinal Egalitarian (OE) bargaining solution. This suggests the middle ranked allocation (or a lottery over the two middle ranked allocations) of the Pareto set as an outcome. We show that the OE solution is characterized by weak credible optimality, ordinal symmetry and independence of redundant alternatives. We conclude by arguing that what allows us to make progress on this problem is that with finite choice sets, the counting metric is a natural and fully ordinal way to measure gains and losses to agents seeking to solve bargaining problems.","2012-01-01","2024-04-01 17:04:32","2024-04-01 17:04:32","","23-42","","1","38","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XMEGLJUC","journalArticle","1996","Roberts, Kevin","Objective interpersonal comparisons of utility","Social Choice and Welfare","","1432-217X","10.1007/s003550050053","https://doi.org/10.1007/s003550050053","This paper examines the problem of distilling conflicting interpersonal comparisons into a single set of interpersonal comparisons. The mapping that achieves this has a richer co-domain than all social choice problems (and a richer domain than most social choice problems). The set of mappings satisfying a mild set of restrictions is very small. If interpersonal comparisons embody ratio-scale comparability then the mapping is Cobb–Douglas in form; if interpersonal comparisons embody no more than level and difference comparability then the mapping must be dictatorial and it is impossible to combine different interpersonal comparisons.","1996-12-01","2024-04-01 17:06:10","2024-04-01 17:06:10","","79-96","","1","14","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"88637VJ3","journalArticle","2014","Harel, Alon; Segal, Uzi","Utilitarianism and discrimination","Social Choice and Welfare","","1432-217X","10.1007/s00355-013-0734-2","https://doi.org/10.1007/s00355-013-0734-2","Since Becker (1971), a common argument against asymmetric norms that promote minority rights over those of the majority is that such policies reduce total welfare. While this may be the case, we show that there are simple environments where aggregate sum of individual utilities is actually maximized under asymmetric norms that favor minorities. We thus maintain that without information regarding individual utilities one cannot reject or promote segregation-related policies based on utilitarian arguments.","2014-02-01","2024-04-01 17:06:56","2024-04-01 17:06:56","","367-380","","2","42","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WM6N75LF","journalArticle","1999","Tungodden, Bertil","The distribution problem and Rawlsian reasoning","Social Choice and Welfare","","1432-217X","10.1007/s003550050163","https://doi.org/10.1007/s003550050163","The difference principle of Rawls has been wrongly translated in the formal literature on welfare economics and social choice theory. The difference principle is concerned with the welfare of the members of the least advantaged segment, and, thus, does not – as frequently argued – assign dictatorial power to the person in the worst off position in society. This distinction is important, and the focus on a leximingroup rule makes the Rawlsian position more plausible than it is in the `disguise' of the conventional leximin rule. However, there is a difficulty with this approach, to wit how to understand the least advantaged segment in society. Various definitions are considered in the paper, but it turns out that in most cases these definitions imply that we have to accept the leximin rule. We suggest one line of reasoning that makes the Rawlsian leximingroup rule a genuine alternative to the leximin rule. In this approach, an independent norm level is imposed on the analysis (i.e. a cut off line that is independent of the distribution of welfare under consideration), and the least advantaged segment is identified as those who have less than this minimum stipend.","1999-09-01","2024-04-01 17:07:45","2024-04-01 17:07:45","","599-614","","4","16","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2ER2Y3VW","journalArticle","2005","Gerber, Anke","Reference functions and solutions to bargaining problems with and without claims","Social Choice and Welfare","","1432-217X","10.1007/s00355-004-0315-5","https://doi.org/10.1007/s00355-004-0315-5","Following an idea due to Thomson (Journal of Economic Theory, 1981, 25: 431–441) we examine the role of reference functions in the axiomatic approach to the solution of bargaining problems with and without claims. A reference function is a means of summarizing essential features of a bargaining problem. Axioms like Independence of Irrelevant Alternatives and Monotonicity are then reformulated with respect to this reference function. Under some weak conditions on the reference function we obtain characterizations of different parametrized classes of solutions. We present several examples of reference functions and thereby recover many well-known solutions to bargaining problems with and without claims.","2005-06-01","2024-04-01 17:08:38","2024-04-01 17:08:38","","527-541","","3","24","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I2IFF2ND","journalArticle","1993","Sprumont, Yves","Intermediate preferences and Rawlsian arbitration rules","Social Choice and Welfare","","1432-217X","10.1007/BF00187429","https://doi.org/10.1007/BF00187429","Given the preferences of two agents over a finite set of alternatives, an arbitration rule selects some fair compromise. We study the idea that more consensus should not be harmful: the closer your preferences are to mine (in the sense of Grandmont's (1978) intermediate preferences), the better I like the selected alternative. We describe several Pareto optimal rules satisfying this principle. If, in addition, a condition akin to Suppes' (1966) grading principle is imposed, the rule must always choose an alternative maximizing the welfare of the worst-off agent, measured by the number of alternatives that he finds worse than the chosen one.","1993-01-01","2024-04-01 17:09:28","2024-04-01 17:09:28","","1-15","","1","10","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M7XEPRVX","journalArticle","2015","Bossert, Walter; Fleurbaey, Marc","An Interview with Kotaro Suzumura","Social Choice and Welfare","","1432-217X","10.1007/s00355-014-0827-6","https://doi.org/10.1007/s00355-014-0827-6","","2015-01-01","2024-04-01 17:10:26","2024-04-01 17:10:26","","179-208","","1","44","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDINKIH","journalArticle","1999","Mariotti, Marco","Fair Bargains: Distributive Justice and Nash Bargaining Theory","The Review of Economic Studies","","00346527, 1467937X","","http://www.jstor.org/stable/2567022","[The Suppes-Sen dominance relation is a weak criterion of impartiality in distributive justice. I propose its application to Nash bargaining theory. The Nash Bargaining Solution (NBS) is characterized by replacing the controversial Independence of Irrelevant Alternatives axiom with an axiom embodying the Suppes-Sen principle. This allows a clear interpretation of the NBS as a fair arbitration scheme. In addition, the proposed characterization is more robust than the standard one with respect to variations in the domain of bargaining problems.]","1999","2024-04-01 17:11:12","2024-04-01 17:11:12","2024-04-01","733-741","","3","66","","","","","","","","","","","","","JSTOR","","","","Publisher: [Oxford University Press, Review of Economic Studies, Ltd.]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KU7RL5CF","journalArticle","2001","Gilboa, Itzhak; Schmeidler, David","A cognitive model of individual well-being","Social Choice and Welfare","","1432-217X","10.1007/s003550100103","https://doi.org/10.1007/s003550100103","This paper offers a model of individual well-being that takes into account cognitive factors. It postulates that individuals compare payoffs to aspiration levels. The latter are determined by past experiences (adaptation), by other people's performance (interpersonal comparison), as well as by reasoning (justifications and excuses). We axiomatize a measure of well-being defined on real-valued vectors of various lengths. It is a linear combination of differences between payoffs and aspiration levels, where the aspiration level at each instance is a linear function of past payoffs.","2001-04-01","2024-04-01 17:12:07","2024-04-01 17:12:07","","269-288","","2","18","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YDTG2K5N","journalArticle","1998","Dhillon, Amrita","Extended Pareto rules and relative utilitarianism","Social Choice and Welfare","","1432-217X","10.1007/s003550050121","https://doi.org/10.1007/s003550050121","This paper introduces the “Extended Pareto” axiom on Social Welfare Functions and gives a characterization of the axiom when it is assumed that the Social Welfare Functions that satisfy it in a framework of preferences over lotteries also satisfy the restrictions (on the domain and range of preferences) implied by the von-Neumann Morgenstern axioms. With the addition of 2 other axioms: “Anonymity” and a weak version of Arrow's Independence of Irrelevant Alternatives axiom: “Weak IIA” it is shown that there is a unique Social Welfare Function called “Relative Utilitarianism” that consists of normalising individual utilities between 0 and 1 and adding them.","1998-08-01","2024-04-01 17:13:37","2024-04-01 17:13:37","","521-542","","4","15","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2UJU6WFJ","journalArticle","2017","Bossert, Walter; Suzumura, Kotaro","The greatest unhappiness of the least number","Social Choice and Welfare","","1432-217X","10.1007/s00355-017-1066-4","https://doi.org/10.1007/s00355-017-1066-4","We propose an alternative articulation of the Benthamite greatest-happiness-of-the-greatest-number principle. With ordinally measurable and interpersonally non-comparable utilities, the rule chooses those feasible alternatives that maximize the number of individuals who end up with their greatest element. This rule is tantamount to the plurality rule. Furthermore, in the spirit of Rawls’s maximin principle, we propose the greatest-unhappiness-of-the-least-number principle. In analogy to the greatest-happiness principle, the least-unhappiness principle is formally equivalent to the anti-plurality rule. Our main result is a characterization of the least-unhappiness principle.","2017-12-01","2024-04-01 17:14:41","2024-04-01 17:14:41","","637-655","","3","49","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PPB3ZFWI","journalArticle","1985","Border, K. C.","More on Harsanyi's utilitarian cardinal welfare theorem","Social Choice and Welfare","","1432-217X","10.1007/BF00649263","https://doi.org/10.1007/BF00649263","If individuals and society both obey the expected utility hypothesis and social alternatives are uncertain, then the social utility must be a linear combination of the individual utilities, provided the society is indifferent when all its members are. This result was first proven by Harsanyi [4] who made implicit assumptions in the proof not actually needed for the result (see [5]). This note presents a straightforward proof of Harsanyi's theorem based on a separating hyperplane argument.","1985-12-01","2024-04-01 17:17:19","2024-04-01 17:17:19","","279-281","","4","1","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PJ6NS2BX","journalArticle","2003","Fleurbaey, Marc","On the informational basis of social choice","Social Choice and Welfare","","1432-217X","10.1007/s00355-003-0263-5","https://doi.org/10.1007/s00355-003-0263-5","The notion of informational basis in social choice can be broadened so as to cover not only the standard notions related to interpersonal utility comparisons, but also information about utilities or preferences at (ir)relevant alternatives, non-utility features of alternatives, personal responsibility, unconcerned subpopulations, and feasibility constraints. This paper proposes a unified conceptual framework for all these notions, and analyzes the kind of information retained in each case. This new framework yields a deeper understanding of the difficulties and possibilities of social choice. New welfarism theorems are also obtained.","2003-10-01","2024-04-01 17:18:28","2024-04-01 17:18:28","","347-384","","2","21","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CXNH8UED","journalArticle","2013","Candeal, Juan C.","Invariance axioms for preferences: applications to social choice theory","Social Choice and Welfare","","1432-217X","10.1007/s00355-012-0692-0","https://doi.org/10.1007/s00355-012-0692-0","I investigate the role played by the combination of two invariance axioms for preferences in utility theory; namely, those of zero-independence and scale-independence, respectively. I provide a characterization of the preference relations on $${\mathbb{R}^{n}}$$that satisfy these two axioms as those which are either trivial, or what I call a two-serial total preorder on $${\mathbb{R}^{n}}$$. This result is then applied in social choice theory to characterize those social welfare functions that satisfy IIA and PI. Other characterizations involving the usual Pareto concepts are also provided.","2013-09-01","2024-04-01 17:19:13","2024-04-01 17:19:13","","453-471","","3","41","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4CTH5WF5","journalArticle","2016","Bjerk, David","In front of and behind the veil of ignorance: an analysis of motivations for redistribution","Social Choice and Welfare","","1432-217X","10.1007/s00355-016-0992-x","https://doi.org/10.1007/s00355-016-0992-x","This paper uses a laboratory experiment to explore individuals’ motivations for redistribution. The laboratory results show that as income uncertainty diminishes, participants become more extreme in their preferences for redistribution. The findings suggest that for most people, the motivation for redistribution is financial self-interest—namely as insurance against future bad luck—rather than furthering equity. However, a non-negligible group of participants propose redistribution levels inconsistent with financial self-interest, where this group is primarily made up of those with the least to lose financially from making such a proposal, and the size of this group increases when participants can communicate prior to proposing. Survey data from the National Longitudinal Survey of Youth and General Social Survey show that these experimental findings may help shed light on the way preferences for redistribution evolve with age in the real world.","2016-12-01","2024-04-01 17:20:47","2024-04-01 17:20:47","","791-824","","4","47","","Social Choice and Welfare","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
